AgentID,pause_dur
Larva_1,0.25
Larva_1,0.125
Larva_1,0.3125
Larva_1,0.25
Larva_1,0.25
Larva_1,1.125
Larva_1,0.6875
Larva_1,0.125
Larva_1,0.125
Larva_1,0.875
Larva_1,0.125
Larva_10,0.4375
Larva_10,0.625
Larva_10,0.25
Larva_10,0.5
Larva_10,0.5
Larva_10,0.8125
Larva_10,0.875
Larva_10,0.625
Larva_10,0.1875
Larva_10,0.1875
Larva_10,0.25
Larva_10,1.5625
Larva_10,0.875
Larva_10,0.125
Larva_10,0.1875
Larva_10,0.125
Larva_10,0.625
Larva_10,0.4375
Larva_10,0.125
Larva_10,0.3125
Larva_100,0.125
Larva_100,0.1875
Larva_100,0.1875
Larva_100,0.25
Larva_100,0.125
Larva_100,0.4375
Larva_100,0.1875
Larva_100,0.3125
Larva_100,0.1875
Larva_100,0.125
Larva_100,0.1875
Larva_100,0.1875
Larva_100,0.875
Larva_100,0.125
Larva_100,0.4375
Larva_100,0.1875
Larva_100,0.125
Larva_100,0.3125
Larva_100,0.125
Larva_100,0.3125
Larva_101,0.1875
Larva_101,0.6875
Larva_101,0.5
Larva_101,0.375
Larva_101,0.125
Larva_101,0.4375
Larva_101,0.125
Larva_101,1.0
Larva_101,0.4375
Larva_101,0.3125
Larva_102,0.1875
Larva_102,0.9375
Larva_102,0.375
Larva_102,0.125
Larva_102,0.125
Larva_102,0.3125
Larva_102,0.125
Larva_102,0.1875
Larva_102,0.25
Larva_102,0.1875
Larva_102,0.125
Larva_102,0.1875
Larva_102,0.125
Larva_102,0.125
Larva_102,0.125
Larva_102,0.125
Larva_102,0.1875
Larva_102,0.1875
Larva_102,0.125
Larva_102,0.6875
Larva_104,0.125
Larva_104,0.125
Larva_104,0.125
Larva_104,0.125
Larva_104,1.125
Larva_104,0.25
Larva_106,1.4375
Larva_106,1.25
Larva_106,0.3125
Larva_106,0.1875
Larva_106,0.125
Larva_106,0.5625
Larva_106,1.25
Larva_106,0.6875
Larva_106,0.3125
Larva_106,0.3125
Larva_106,0.3125
Larva_106,1.0625
Larva_106,0.8125
Larva_106,0.1875
Larva_106,0.125
Larva_106,0.125
Larva_106,0.25
Larva_106,0.3125
Larva_106,0.25
Larva_106,0.125
Larva_106,1.0625
Larva_106,0.375
Larva_106,0.25
Larva_106,0.125
Larva_106,1.375
Larva_106,0.875
Larva_106,0.125
Larva_106,1.25
Larva_106,0.3125
Larva_106,0.125
Larva_106,0.25
Larva_107,0.125
Larva_107,0.375
Larva_107,0.1875
Larva_107,0.1875
Larva_107,0.5625
Larva_107,0.125
Larva_107,0.1875
Larva_107,0.4375
Larva_107,0.375
Larva_107,0.125
Larva_107,0.875
Larva_107,0.1875
Larva_107,0.25
Larva_108,0.1875
Larva_108,0.1875
Larva_108,0.125
Larva_108,0.1875
Larva_108,0.125
Larva_108,0.25
Larva_108,0.125
Larva_108,0.25
Larva_108,0.5625
Larva_108,0.125
Larva_108,0.3125
Larva_108,0.6875
Larva_109,0.9375
Larva_109,0.375
Larva_109,0.4375
Larva_109,0.1875
Larva_109,0.125
Larva_109,0.4375
Larva_109,0.5625
Larva_109,0.125
Larva_109,0.5
Larva_109,0.1875
Larva_109,0.9375
Larva_109,0.125
Larva_109,0.6875
Larva_109,0.25
Larva_109,0.25
Larva_109,0.25
Larva_109,0.3125
Larva_109,0.1875
Larva_109,0.1875
Larva_109,0.125
Larva_109,0.375
Larva_109,0.5625
Larva_109,1.3125
Larva_109,0.1875
Larva_109,1.125
Larva_109,0.125
Larva_109,0.125
Larva_109,1.125
Larva_109,0.1875
Larva_109,0.125
Larva_109,0.625
Larva_109,1.5
Larva_109,0.125
Larva_110,0.1875
Larva_110,0.125
Larva_110,0.5625
Larva_110,0.4375
Larva_110,0.125
Larva_110,0.375
Larva_110,0.375
Larva_110,0.25
Larva_110,0.125
Larva_110,0.1875
Larva_110,0.25
Larva_110,0.3125
Larva_110,0.1875
Larva_110,0.1875
Larva_110,0.1875
Larva_110,0.25
Larva_110,0.3125
Larva_110,0.1875
Larva_110,0.5
Larva_110,0.5
Larva_110,0.125
Larva_111,0.125
Larva_111,0.125
Larva_111,0.1875
Larva_111,0.125
Larva_112,0.125
Larva_112,0.4375
Larva_112,0.375
Larva_112,0.5
Larva_112,0.5625
Larva_112,0.125
Larva_112,0.125
Larva_112,0.4375
Larva_112,1.0625
Larva_112,0.125
Larva_112,0.125
Larva_112,0.125
Larva_112,0.25
Larva_112,0.125
Larva_112,0.125
Larva_114,0.5
Larva_114,0.3125
Larva_114,0.375
Larva_114,0.1875
Larva_114,0.125
Larva_114,0.125
Larva_114,0.125
Larva_114,0.8125
Larva_114,0.5625
Larva_114,0.125
Larva_114,0.25
Larva_114,0.1875
Larva_114,0.5
Larva_114,0.5
Larva_114,0.25
Larva_114,0.625
Larva_114,0.5
Larva_114,0.125
Larva_114,0.125
Larva_114,0.125
Larva_114,0.5
Larva_114,0.125
Larva_114,0.25
Larva_114,0.3125
Larva_114,0.1875
Larva_114,0.4375
Larva_114,2.1875
Larva_114,0.5
Larva_114,0.375
Larva_114,0.375
Larva_115,0.125
Larva_115,0.5
Larva_115,0.3125
Larva_115,0.125
Larva_115,0.375
Larva_115,1.0625
Larva_115,0.5625
Larva_115,0.375
Larva_115,0.125
Larva_115,0.5
Larva_115,0.1875
Larva_115,1.125
Larva_115,0.5
Larva_115,0.125
Larva_115,0.125
Larva_115,0.625
Larva_115,0.1875
Larva_115,0.375
Larva_115,0.5625
Larva_115,0.1875
Larva_115,0.125
Larva_115,0.5
Larva_115,0.4375
Larva_115,0.125
Larva_115,0.125
Larva_115,0.125
Larva_115,0.1875
Larva_115,1.0
Larva_115,0.25
Larva_115,1.625
Larva_115,0.125
Larva_115,0.125
Larva_115,0.3125
Larva_115,1.375
Larva_115,0.25
Larva_115,0.125
Larva_116,0.375
Larva_116,0.125
Larva_116,0.125
Larva_116,0.5625
Larva_116,0.125
Larva_116,0.25
Larva_116,0.1875
Larva_116,0.125
Larva_116,0.125
Larva_116,0.375
Larva_116,0.125
Larva_116,0.25
Larva_116,0.3125
Larva_116,0.25
Larva_116,0.125
Larva_116,0.3125
Larva_116,0.25
Larva_116,0.3125
Larva_116,0.25
Larva_116,0.1875
Larva_116,0.5625
Larva_116,1.1875
Larva_116,0.125
Larva_116,1.0
Larva_116,0.3125
Larva_116,0.125
Larva_116,0.375
Larva_116,0.125
Larva_116,0.9375
Larva_116,0.3125
Larva_116,0.375
Larva_116,0.1875
Larva_116,0.125
Larva_116,0.125
Larva_116,0.1875
Larva_116,0.125
Larva_116,0.1875
Larva_116,2.1875
Larva_116,0.125
Larva_116,0.625
Larva_117,0.4375
Larva_117,0.125
Larva_117,0.1875
Larva_117,0.125
Larva_117,0.375
Larva_117,0.375
Larva_117,1.3125
Larva_117,0.125
Larva_117,0.4375
Larva_117,0.25
Larva_117,0.3125
Larva_117,0.5625
Larva_117,0.1875
Larva_117,0.4375
Larva_117,0.1875
Larva_117,0.4375
Larva_117,0.5
Larva_117,0.125
Larva_117,0.1875
Larva_117,0.375
Larva_117,0.1875
Larva_118,0.125
Larva_118,0.125
Larva_118,0.75
Larva_118,0.375
Larva_118,0.5
Larva_118,0.125
Larva_118,0.5625
Larva_118,0.125
Larva_118,0.3125
Larva_118,0.375
Larva_118,0.375
Larva_118,0.125
Larva_118,0.375
Larva_118,0.5
Larva_118,0.125
Larva_118,0.9375
Larva_118,0.4375
Larva_118,0.25
Larva_119,0.1875
Larva_119,0.125
Larva_119,0.1875
Larva_119,0.9375
Larva_119,1.1875
Larva_119,0.25
Larva_119,1.25
Larva_119,0.1875
Larva_119,0.25
Larva_119,0.375
Larva_119,0.125
Larva_119,0.125
Larva_119,0.1875
Larva_119,0.375
Larva_119,0.3125
Larva_119,0.75
Larva_119,0.375
Larva_119,0.25
Larva_119,0.3125
Larva_120,0.125
Larva_120,0.875
Larva_120,0.125
Larva_120,0.625
Larva_120,0.25
Larva_120,0.3125
Larva_120,0.3125
Larva_120,0.125
Larva_120,0.1875
Larva_120,0.25
Larva_120,1.8125
Larva_120,0.125
Larva_120,0.75
Larva_120,0.375
Larva_120,0.3125
Larva_121,0.1875
Larva_121,1.3125
Larva_121,0.125
Larva_121,0.3125
Larva_121,0.125
Larva_121,0.125
Larva_121,0.375
Larva_121,0.75
Larva_121,0.3125
Larva_121,0.6875
Larva_121,0.375
Larva_121,0.75
Larva_121,1.8125
Larva_121,0.125
Larva_121,3.3125
Larva_121,1.0625
Larva_121,0.5
Larva_121,0.125
Larva_121,0.5625
Larva_121,0.625
Larva_121,0.375
Larva_121,0.4375
Larva_121,0.25
Larva_121,1.6875
Larva_121,0.3125
Larva_121,0.4375
Larva_121,0.25
Larva_121,0.125
Larva_121,0.3125
Larva_121,0.25
Larva_121,0.875
Larva_121,0.3125
Larva_121,0.625
Larva_121,0.4375
Larva_121,1.0
Larva_121,2.3125
Larva_121,1.0
Larva_121,0.1875
Larva_121,0.3125
Larva_121,0.125
Larva_122,0.5625
Larva_122,0.125
Larva_122,0.25
Larva_122,1.75
Larva_122,0.3125
Larva_122,0.375
Larva_122,0.125
Larva_122,0.25
Larva_122,0.3125
Larva_122,0.25
Larva_125,0.1875
Larva_125,0.25
Larva_125,0.1875
Larva_125,0.25
Larva_125,0.3125
Larva_125,0.4375
Larva_125,0.25
Larva_127,0.1875
Larva_127,1.25
Larva_127,0.375
Larva_127,0.5
Larva_127,0.4375
Larva_127,0.25
Larva_127,0.125
Larva_127,0.125
Larva_127,0.8125
Larva_127,0.125
Larva_127,0.625
Larva_127,0.125
Larva_127,0.25
Larva_127,0.125
Larva_127,0.4375
Larva_127,0.625
Larva_127,0.75
Larva_127,0.3125
Larva_127,0.875
Larva_127,0.125
Larva_127,0.3125
Larva_127,0.5
Larva_127,0.3125
Larva_127,0.125
Larva_127,0.1875
Larva_127,0.125
Larva_127,0.4375
Larva_127,0.1875
Larva_127,1.1875
Larva_127,0.4375
Larva_127,0.125
Larva_127,0.25
Larva_127,0.3125
Larva_127,1.5625
Larva_127,0.1875
Larva_127,0.125
Larva_127,0.875
Larva_127,1.0625
Larva_128,0.125
Larva_128,0.375
Larva_128,0.125
Larva_128,0.3125
Larva_128,0.8125
Larva_128,0.125
Larva_128,0.125
Larva_128,0.125
Larva_128,0.125
Larva_128,0.375
Larva_128,0.375
Larva_128,0.5
Larva_128,0.375
Larva_128,0.25
Larva_128,0.1875
Larva_128,0.1875
Larva_128,0.3125
Larva_128,0.4375
Larva_129,0.8125
Larva_129,0.125
Larva_129,1.0625
Larva_129,0.4375
Larva_129,1.25
Larva_129,0.25
Larva_129,0.125
Larva_129,1.1875
Larva_129,0.3125
Larva_129,1.125
Larva_129,0.1875
Larva_129,0.6875
Larva_129,0.125
Larva_129,0.3125
Larva_129,0.125
Larva_13,0.4375
Larva_13,0.375
Larva_13,0.5625
Larva_13,0.5
Larva_13,0.125
Larva_13,0.125
Larva_13,0.5625
Larva_13,1.625
Larva_13,0.9375
Larva_13,0.5625
Larva_13,0.125
Larva_13,0.25
Larva_13,0.1875
Larva_13,0.25
Larva_13,0.4375
Larva_13,0.375
Larva_13,0.1875
Larva_130,0.25
Larva_130,0.125
Larva_130,0.1875
Larva_130,0.5625
Larva_130,0.5
Larva_130,0.125
Larva_130,0.125
Larva_130,0.1875
Larva_130,0.25
Larva_130,0.125
Larva_130,0.125
Larva_130,0.75
Larva_130,0.125
Larva_130,0.875
Larva_130,0.9375
Larva_130,0.125
Larva_130,0.3125
Larva_130,0.125
Larva_130,0.125
Larva_132,0.125
Larva_132,0.875
Larva_132,0.1875
Larva_132,0.8125
Larva_132,1.375
Larva_132,0.875
Larva_132,0.8125
Larva_132,0.5625
Larva_132,1.0625
Larva_132,0.125
Larva_132,0.125
Larva_132,0.625
Larva_132,0.3125
Larva_132,0.3125
Larva_132,0.3125
Larva_132,0.25
Larva_132,0.125
Larva_132,0.875
Larva_132,1.5625
Larva_133,0.125
Larva_133,0.125
Larva_133,0.125
Larva_133,0.25
Larva_133,0.125
Larva_133,0.25
Larva_133,0.125
Larva_133,0.375
Larva_133,0.25
Larva_133,0.125
Larva_133,0.1875
Larva_133,0.3125
Larva_133,0.25
Larva_133,0.25
Larva_133,0.4375
Larva_133,0.25
Larva_133,0.5625
Larva_133,0.25
Larva_133,0.125
Larva_133,0.1875
Larva_134,0.1875
Larva_134,0.6875
Larva_134,0.5
Larva_134,0.375
Larva_134,0.375
Larva_134,0.125
Larva_134,0.1875
Larva_134,0.125
Larva_134,0.125
Larva_134,0.375
Larva_134,0.625
Larva_134,0.125
Larva_134,0.125
Larva_134,0.5
Larva_134,0.25
Larva_134,0.25
Larva_134,0.25
Larva_134,1.3125
Larva_134,0.6875
Larva_134,0.1875
Larva_134,1.25
Larva_134,0.5
Larva_134,0.9375
Larva_134,0.125
Larva_134,0.5625
Larva_134,0.3125
Larva_134,0.125
Larva_134,0.625
Larva_134,0.625
Larva_134,0.125
Larva_134,1.5
Larva_134,1.8125
Larva_134,0.75
Larva_134,1.625
Larva_134,0.1875
Larva_134,0.8125
Larva_134,0.9375
Larva_134,0.5
Larva_135,0.125
Larva_135,0.125
Larva_135,0.125
Larva_135,0.625
Larva_135,0.3125
Larva_135,0.3125
Larva_135,0.25
Larva_135,0.125
Larva_135,0.8125
Larva_135,0.625
Larva_135,0.125
Larva_135,0.8125
Larva_135,0.125
Larva_135,0.125
Larva_138,0.125
Larva_138,0.1875
Larva_138,0.4375
Larva_138,0.75
Larva_138,0.125
Larva_138,0.1875
Larva_138,1.0625
Larva_138,0.375
Larva_138,0.125
Larva_138,0.125
Larva_138,0.125
Larva_138,0.125
Larva_138,0.1875
Larva_138,0.1875
Larva_138,0.125
Larva_138,0.1875
Larva_138,0.125
Larva_138,0.125
Larva_138,0.125
Larva_138,0.1875
Larva_138,0.125
Larva_138,0.1875
Larva_138,0.25
Larva_138,0.125
Larva_138,0.25
Larva_138,0.125
Larva_138,0.125
Larva_138,0.125
Larva_138,0.75
Larva_138,0.125
Larva_138,0.125
Larva_138,0.125
Larva_138,0.25
Larva_138,0.6875
Larva_138,0.125
Larva_138,0.1875
Larva_138,1.625
Larva_138,0.125
Larva_138,0.3125
Larva_138,0.1875
Larva_138,0.8125
Larva_138,0.125
Larva_138,0.125
Larva_138,0.1875
Larva_138,0.125
Larva_138,0.5625
Larva_138,0.125
Larva_138,0.125
Larva_138,0.1875
Larva_138,0.125
Larva_138,0.125
Larva_138,0.5625
Larva_138,0.1875
Larva_138,0.125
Larva_138,0.125
Larva_138,0.3125
Larva_138,0.75
Larva_138,0.125
Larva_138,0.125
Larva_138,0.125
Larva_138,0.125
Larva_138,0.125
Larva_138,0.1875
Larva_138,0.25
Larva_138,0.375
Larva_138,1.75
Larva_138,0.25
Larva_138,0.125
Larva_138,0.875
Larva_138,0.125
Larva_138,0.1875
Larva_138,0.125
Larva_138,0.125
Larva_138,0.125
Larva_139,0.5
Larva_139,0.125
Larva_139,0.125
Larva_139,0.75
Larva_139,0.375
Larva_139,0.3125
Larva_139,0.5625
Larva_139,0.125
Larva_139,0.8125
Larva_139,0.25
Larva_139,0.1875
Larva_139,0.3125
Larva_139,0.1875
Larva_139,0.125
Larva_139,0.125
Larva_139,0.125
Larva_139,0.125
Larva_14,0.1875
Larva_14,0.75
Larva_14,0.125
Larva_14,0.25
Larva_14,0.25
Larva_14,0.125
Larva_14,0.5625
Larva_14,0.3125
Larva_14,0.125
Larva_14,0.8125
Larva_14,0.375
Larva_14,0.125
Larva_14,0.875
Larva_14,0.8125
Larva_14,0.125
Larva_14,0.3125
Larva_14,0.625
Larva_14,0.25
Larva_14,0.6875
Larva_14,0.125
Larva_14,0.4375
Larva_14,0.3125
Larva_14,0.25
Larva_14,0.625
Larva_14,1.6875
Larva_14,0.125
Larva_14,0.25
Larva_14,2.75
Larva_14,0.125
Larva_14,0.125
Larva_14,3.375
Larva_14,0.1875
Larva_14,0.125
Larva_14,0.5625
Larva_14,0.3125
Larva_141,0.1875
Larva_141,0.125
Larva_141,0.125
Larva_141,0.6875
Larva_141,0.25
Larva_141,0.625
Larva_141,0.6875
Larva_141,0.4375
Larva_141,0.1875
Larva_141,0.1875
Larva_141,0.1875
Larva_141,0.1875
Larva_141,0.5625
Larva_141,0.1875
Larva_141,0.375
Larva_141,0.375
Larva_141,0.125
Larva_141,0.125
Larva_141,0.1875
Larva_141,0.125
Larva_141,0.125
Larva_141,0.125
Larva_142,0.1875
Larva_142,0.125
Larva_142,0.125
Larva_142,1.25
Larva_142,0.9375
Larva_142,0.125
Larva_142,0.5
Larva_142,0.9375
Larva_142,0.125
Larva_142,0.5625
Larva_142,0.875
Larva_142,0.4375
Larva_142,1.4375
Larva_142,1.4375
Larva_142,0.5
Larva_142,0.4375
Larva_142,0.125
Larva_142,0.125
Larva_142,0.4375
Larva_142,0.125
Larva_142,0.1875
Larva_142,0.125
Larva_142,0.375
Larva_142,0.75
Larva_142,1.375
Larva_142,0.625
Larva_142,1.1875
Larva_142,0.3125
Larva_142,0.3125
Larva_142,0.125
Larva_142,1.1875
Larva_142,0.1875
Larva_142,0.3125
Larva_142,0.125
Larva_142,0.875
Larva_142,0.125
Larva_142,0.625
Larva_142,0.125
Larva_142,0.3125
Larva_143,0.125
Larva_143,0.1875
Larva_143,0.1875
Larva_143,0.375
Larva_143,0.125
Larva_143,0.1875
Larva_143,1.1875
Larva_143,0.125
Larva_143,0.375
Larva_143,0.3125
Larva_143,0.125
Larva_143,0.125
Larva_143,0.4375
Larva_143,0.125
Larva_143,0.125
Larva_143,0.125
Larva_143,0.3125
Larva_143,0.125
Larva_143,0.125
Larva_143,0.1875
Larva_143,0.125
Larva_143,0.125
Larva_143,0.5625
Larva_143,0.125
Larva_143,0.125
Larva_143,0.125
Larva_143,0.125
Larva_143,0.1875
Larva_143,0.125
Larva_143,0.125
Larva_143,0.375
Larva_143,0.1875
Larva_143,0.125
Larva_143,0.125
Larva_143,0.125
Larva_143,0.125
Larva_143,0.125
Larva_143,0.125
Larva_144,0.75
Larva_144,0.375
Larva_144,0.25
Larva_144,0.125
Larva_144,0.125
Larva_144,0.5
Larva_144,0.1875
Larva_144,0.125
Larva_144,0.125
Larva_144,0.1875
Larva_144,0.125
Larva_144,0.625
Larva_144,0.1875
Larva_144,0.125
Larva_144,0.9375
Larva_144,0.125
Larva_144,1.5
Larva_144,0.125
Larva_144,0.6875
Larva_144,0.4375
Larva_144,0.4375
Larva_144,0.5
Larva_144,0.5625
Larva_144,0.5
Larva_144,0.4375
Larva_144,0.8125
Larva_144,1.4375
Larva_144,0.5
Larva_144,0.125
Larva_144,0.25
Larva_144,0.1875
Larva_144,0.4375
Larva_144,0.375
Larva_144,0.25
Larva_144,0.1875
Larva_144,1.125
Larva_144,1.375
Larva_144,0.125
Larva_144,0.125
Larva_144,0.9375
Larva_144,1.0
Larva_144,0.125
Larva_144,0.375
Larva_144,0.3125
Larva_144,0.9375
Larva_144,0.5625
Larva_144,0.9375
Larva_144,0.25
Larva_144,2.5625
Larva_144,0.125
Larva_144,0.4375
Larva_144,0.125
Larva_144,0.6875
Larva_144,0.9375
Larva_144,0.3125
Larva_144,0.3125
Larva_144,0.75
Larva_144,1.25
Larva_146,0.3125
Larva_146,0.125
Larva_146,0.9375
Larva_146,0.125
Larva_146,1.0
Larva_146,1.3125
Larva_146,0.4375
Larva_146,0.25
Larva_146,0.5
Larva_146,0.125
Larva_146,0.25
Larva_146,1.25
Larva_146,0.4375
Larva_146,0.125
Larva_146,0.1875
Larva_146,0.4375
Larva_146,0.125
Larva_147,0.125
Larva_147,0.1875
Larva_147,0.125
Larva_147,0.75
Larva_147,0.75
Larva_147,1.125
Larva_147,0.125
Larva_147,0.25
Larva_147,0.375
Larva_147,0.4375
Larva_147,0.25
Larva_147,1.875
Larva_147,0.125
Larva_147,0.1875
Larva_149,1.25
Larva_149,0.125
Larva_149,0.5625
Larva_149,0.125
Larva_149,0.125
Larva_149,0.125
Larva_149,0.125
Larva_149,0.125
Larva_149,0.25
Larva_149,0.3125
Larva_149,0.625
Larva_149,0.1875
Larva_149,0.4375
Larva_149,0.125
Larva_149,0.1875
Larva_149,0.3125
Larva_149,2.3125
Larva_149,0.6875
Larva_149,0.625
Larva_149,0.625
Larva_149,0.125
Larva_149,0.3125
Larva_149,0.3125
Larva_149,0.625
Larva_149,0.125
Larva_149,0.125
Larva_149,0.3125
Larva_149,0.125
Larva_149,0.125
Larva_149,0.125
Larva_151,0.125
Larva_151,0.125
Larva_151,1.5625
Larva_151,0.1875
Larva_151,0.5
Larva_151,0.5
Larva_151,0.5
Larva_151,0.25
Larva_151,0.1875
Larva_151,0.125
Larva_151,0.3125
Larva_151,0.375
Larva_151,0.125
Larva_151,0.125
Larva_151,0.3125
Larva_151,0.25
Larva_151,0.1875
Larva_151,0.5625
Larva_151,0.3125
Larva_151,0.3125
Larva_151,0.25
Larva_152,0.125
Larva_152,0.125
Larva_152,0.25
Larva_152,0.125
Larva_152,0.6875
Larva_152,0.3125
Larva_152,0.125
Larva_152,1.6875
Larva_152,0.25
Larva_152,0.25
Larva_152,0.1875
Larva_152,0.3125
Larva_152,0.5625
Larva_152,0.25
Larva_152,0.3125
Larva_152,1.0625
Larva_152,0.3125
Larva_152,0.125
Larva_152,1.5625
Larva_152,0.4375
Larva_152,0.25
Larva_152,0.125
Larva_152,0.1875
Larva_152,0.1875
Larva_152,0.4375
Larva_152,0.8125
Larva_152,0.1875
Larva_152,0.5
Larva_152,0.125
Larva_152,0.125
Larva_152,0.4375
Larva_152,0.1875
Larva_152,0.125
Larva_152,0.5
Larva_152,0.5625
Larva_154,0.125
Larva_154,0.1875
Larva_154,0.1875
Larva_154,0.1875
Larva_154,0.125
Larva_154,0.125
Larva_154,0.125
Larva_154,1.25
Larva_154,0.125
Larva_154,0.375
Larva_154,0.1875
Larva_154,0.1875
Larva_154,0.5
Larva_154,0.125
Larva_154,0.8125
Larva_154,0.4375
Larva_154,0.125
Larva_156,0.8125
Larva_156,1.0625
Larva_156,0.5625
Larva_156,2.125
Larva_156,0.6875
Larva_156,0.1875
Larva_156,0.8125
Larva_156,0.6875
Larva_156,0.1875
Larva_157,0.375
Larva_157,1.6875
Larva_157,0.1875
Larva_157,0.125
Larva_157,0.375
Larva_157,0.4375
Larva_157,0.3125
