AgentID,stridechain_dur
Larva_156,1.3125
Larva_156,11.75
Larva_156,5.5625
Larva_156,0.8125
Larva_156,41.4375
Larva_156,5.8125
Larva_156,2.625
Larva_156,12.4375
Larva_156,2.6875
Larva_156,5.125
Larva_156,5.625
Larva_156,3.3125
Larva_156,2.5
Larva_157,1.375
Larva_157,9.4375
Larva_157,1.6875
Larva_157,5.3125
Larva_157,1.5
Larva_157,3.9375
Larva_157,0.5625
Larva_157,4.9375
Larva_157,13.75
Larva_157,0.5625
Larva_157,1.375
Larva_157,1.0625
Larva_157,3.4375
Larva_157,2.25
Larva_157,0.6875
Larva_157,5.3125
Larva_157,4.8125
Larva_157,1.75
Larva_157,1.0625
Larva_157,4.875
Larva_157,14.875
Larva_157,4.5625
Larva_157,2.4375
Larva_157,0.75
Larva_157,0.5625
Larva_157,12.3125
Larva_157,4.875
Larva_157,3.8125
Larva_157,1.4375
Larva_157,2.5
Larva_157,4.875
Larva_157,4.9375
Larva_157,0.9375
Larva_157,0.8125
Larva_157,1.6875
Larva_157,0.625
Larva_157,0.625
Larva_157,0.9375
Larva_157,7.5
Larva_159,1.0
Larva_159,1.0
Larva_159,2.0625
Larva_159,6.625
Larva_159,16.375
Larva_159,8.6875
Larva_159,15.375
Larva_159,1.0625
Larva_159,11.0
Larva_159,3.3125
Larva_159,2.0
Larva_159,3.3125
Larva_159,7.6875
Larva_159,9.75
Larva_159,0.5625
Larva_159,2.0625
Larva_159,4.9375
Larva_159,14.4375
Larva_159,3.375
Larva_159,3.375
Larva_159,3.375
Larva_159,1.1875
Larva_159,1.5
Larva_159,4.625
Larva_159,4.0
Larva_159,3.0625
Larva_159,0.6875
Larva_159,5.3125
Larva_16,1.5
Larva_16,0.8125
Larva_16,1.25
Larva_16,0.875
Larva_16,2.5
Larva_16,3.5
Larva_16,1.75
Larva_16,1.5
Larva_16,8.375
Larva_16,7.5625
Larva_16,2.875
Larva_16,0.6875
Larva_16,0.875
Larva_16,9.4375
Larva_16,2.4375
Larva_16,2.125
Larva_16,7.1875
Larva_16,2.6875
Larva_16,1.5625
Larva_16,0.75
Larva_16,1.5625
Larva_16,5.3125
Larva_16,2.5625
Larva_16,7.125
Larva_16,0.875
Larva_16,8.6875
Larva_16,4.4375
Larva_16,1.5
Larva_16,3.1875
Larva_16,2.5
Larva_16,1.75
Larva_16,0.75
Larva_16,1.4375
Larva_16,0.9375
Larva_16,1.5625
Larva_16,0.9375
Larva_16,0.9375
Larva_16,0.75
Larva_16,1.75
Larva_16,0.9375
Larva_16,0.6875
Larva_16,3.0625
Larva_16,1.6875
Larva_16,1.625
Larva_16,2.375
Larva_16,0.625
Larva_160,0.625
Larva_160,2.0
Larva_160,4.4375
Larva_160,0.5625
Larva_160,0.5625
Larva_160,5.9375
Larva_160,0.5625
Larva_160,0.75
Larva_160,1.9375
Larva_160,15.4375
Larva_160,0.6875
Larva_160,1.25
Larva_160,0.6875
Larva_160,0.9375
Larva_160,9.375
Larva_160,4.625
Larva_160,5.0625
Larva_160,0.5625
Larva_160,1.25
Larva_160,7.625
Larva_160,1.0625
Larva_160,0.6875
Larva_160,0.5625
Larva_160,2.6875
Larva_160,0.75
Larva_160,0.75
Larva_160,0.625
Larva_160,11.0625
Larva_160,7.5625
Larva_160,30.125
Larva_160,0.625
Larva_160,0.9375
Larva_160,0.5625
Larva_160,3.1875
Larva_160,0.75
Larva_160,0.75
Larva_160,14.0625
Larva_160,0.6875
Larva_160,2.6875
Larva_161,14.9375
Larva_161,8.1875
Larva_161,3.5
Larva_161,1.6875
Larva_161,2.0625
Larva_161,2.25
Larva_161,3.4375
Larva_161,12.0625
Larva_161,2.0
Larva_161,1.5625
Larva_161,4.25
Larva_161,13.8125
Larva_161,0.6875
Larva_161,17.0625
Larva_161,2.75
Larva_161,1.5
Larva_161,2.375
Larva_161,0.8125
Larva_161,8.625
Larva_161,0.625
Larva_161,6.4375
Larva_161,7.8125
Larva_161,2.1875
Larva_161,19.6875
Larva_162,0.8125
Larva_162,8.125
Larva_162,0.5
Larva_162,4.0
Larva_162,8.375
Larva_162,6.5
Larva_162,21.75
Larva_162,7.4375
Larva_162,4.1875
Larva_162,3.5
Larva_162,2.5625
Larva_162,45.4375
Larva_162,5.3125
Larva_162,6.4375
Larva_162,32.9375
Larva_163,4.3125
Larva_163,6.25
Larva_163,2.875
Larva_163,19.8125
Larva_163,0.4375
Larva_163,16.6875
Larva_163,15.4375
Larva_163,4.625
Larva_163,11.5
Larva_163,7.1875
Larva_163,3.1875
Larva_163,12.5
Larva_163,0.4375
Larva_163,4.3125
Larva_163,4.5625
Larva_163,2.375
Larva_163,5.375
Larva_163,7.125
Larva_163,6.125
Larva_163,10.375
Larva_163,3.6875
Larva_163,0.5
Larva_164,2.0
Larva_164,3.6875
Larva_164,0.625
Larva_164,2.125
Larva_164,7.375
Larva_164,1.8125
Larva_164,1.5
Larva_164,0.75
Larva_164,2.0625
Larva_164,0.6875
Larva_164,2.1875
Larva_164,4.5625
Larva_164,6.0
Larva_164,3.875
Larva_164,7.9375
Larva_164,4.5
Larva_164,6.5
Larva_164,3.625
Larva_164,1.4375
Larva_164,0.9375
Larva_164,1.625
Larva_164,1.625
Larva_164,1.4375
Larva_164,1.5
Larva_164,2.125
Larva_164,3.3125
Larva_164,0.75
Larva_164,0.625
Larva_164,1.5
Larva_164,6.25
Larva_164,0.6875
Larva_164,0.8125
Larva_164,2.625
Larva_164,2.125
Larva_164,7.4375
Larva_164,11.0625
Larva_164,1.375
Larva_166,2.0625
Larva_166,17.0
Larva_166,30.75
Larva_166,10.9375
Larva_166,1.5
Larva_166,0.875
Larva_166,22.1875
Larva_166,4.125
Larva_166,1.4375
Larva_166,4.0625
Larva_166,12.3125
Larva_166,2.375
Larva_166,9.4375
Larva_166,14.3125
Larva_166,9.75
Larva_167,2.5
Larva_167,45.0625
Larva_167,0.625
Larva_167,13.875
Larva_167,1.625
Larva_167,2.5
Larva_167,2.125
Larva_167,57.875
Larva_167,8.125
Larva_167,3.75
Larva_167,27.875
Larva_168,4.5
Larva_168,0.5
Larva_168,13.3125
Larva_168,3.125
Larva_168,5.8125
Larva_168,2.875
Larva_168,10.125
Larva_168,3.8125
Larva_168,13.0625
Larva_168,5.25
Larva_168,1.625
Larva_168,2.375
Larva_168,5.5
Larva_168,0.5625
Larva_168,11.25
Larva_168,2.0625
Larva_168,35.0
Larva_168,2.9375
Larva_168,12.625
Larva_168,8.4375
Larva_168,6.5
Larva_168,1.1875
Larva_170,33.5625
Larva_170,17.125
Larva_170,4.6875
Larva_170,39.625
Larva_170,16.5625
Larva_170,37.8125
Larva_170,1.625
Larva_171,1.4375
Larva_171,1.375
Larva_171,0.4375
Larva_171,0.75
Larva_171,16.6875
Larva_171,7.5
Larva_171,3.1875
Larva_171,8.375
Larva_171,0.5625
Larva_171,5.1875
Larva_171,1.375
Larva_171,11.375
Larva_171,8.875
Larva_171,1.0
Larva_171,0.4375
Larva_171,2.25
Larva_171,1.375
Larva_171,2.0625
Larva_171,17.9375
Larva_171,1.75
Larva_171,1.5
Larva_171,1.9375
Larva_171,44.0
Larva_172,34.0625
Larva_172,24.9375
Larva_172,7.0
Larva_172,11.375
Larva_172,17.3125
Larva_172,3.75
Larva_172,24.625
Larva_172,2.125
Larva_172,0.8125
Larva_172,17.875
Larva_172,1.6875
Larva_172,8.0625
Larva_172,3.625
Larva_172,1.5
Larva_173,5.0
Larva_173,4.0625
Larva_173,0.9375
Larva_173,14.8125
Larva_173,1.375
Larva_173,11.9375
Larva_173,1.625
Larva_173,1.0625
Larva_173,0.5
Larva_173,0.625
Larva_173,10.5
Larva_173,0.5
Larva_173,2.25
Larva_173,5.5625
Larva_173,1.125
Larva_173,7.4375
Larva_173,1.0625
Larva_173,0.4375
Larva_173,1.5625
Larva_173,0.8125
Larva_173,7.5625
Larva_173,33.625
Larva_173,6.8125
Larva_173,3.25
Larva_173,0.5625
Larva_173,2.4375
Larva_173,0.75
Larva_174,1.3125
Larva_174,12.25
Larva_174,93.1875
Larva_174,17.3125
Larva_174,6.8125
Larva_174,3.125
Larva_174,4.875
Larva_174,3.875
Larva_174,27.8125
Larva_174,0.5625
Larva_175,27.375
Larva_175,7.375
Larva_175,2.625
Larva_175,9.8125
Larva_175,4.125
Larva_175,23.0625
Larva_175,9.125
Larva_175,4.0625
Larva_175,21.125
Larva_175,48.0
Larva_177,0.5
Larva_177,38.4375
Larva_177,39.125
Larva_177,5.1875
Larva_177,3.5625
Larva_177,11.0625
Larva_177,39.3125
Larva_177,9.0625
Larva_177,3.375
Larva_177,4.5
Larva_177,4.4375
Larva_178,3.375
Larva_178,2.5625
Larva_178,4.75
Larva_178,0.875
Larva_178,3.0625
Larva_178,0.6875
Larva_178,1.625
Larva_178,9.0
Larva_178,0.9375
Larva_178,0.6875
Larva_178,1.8125
Larva_178,3.9375
Larva_178,2.0625
Larva_178,2.6875
Larva_178,1.5625
Larva_178,6.1875
Larva_178,2.0
Larva_178,0.6875
Larva_178,0.625
Larva_178,0.8125
Larva_178,7.3125
Larva_178,11.0
Larva_178,27.6875
Larva_178,3.1875
Larva_178,0.625
Larva_178,3.5
Larva_178,6.5
Larva_178,0.6875
Larva_178,4.25
Larva_178,1.3125
Larva_178,1.4375
Larva_178,1.375
Larva_178,1.4375
Larva_178,2.625
Larva_178,3.5
Larva_178,2.25
Larva_178,0.5
Larva_179,5.3125
Larva_179,3.375
Larva_179,0.8125
Larva_179,7.875
Larva_179,1.125
Larva_179,7.75
Larva_179,2.75
Larva_179,34.875
Larva_179,4.5
Larva_179,1.25
Larva_179,0.875
Larva_179,13.9375
Larva_179,9.75
Larva_179,1.125
Larva_179,2.0625
Larva_179,1.5625
Larva_179,5.625
Larva_179,3.4375
Larva_179,5.375
Larva_179,1.875
Larva_179,4.9375
Larva_179,10.5625
Larva_179,2.4375
Larva_179,3.0625
Larva_179,2.6875
Larva_179,1.6875
Larva_18,0.625
Larva_18,0.8125
Larva_18,0.6875
Larva_18,0.75
Larva_18,3.0
Larva_18,2.8125
Larva_18,2.0625
Larva_18,3.5
Larva_18,1.625
Larva_18,0.75
Larva_18,0.625
Larva_18,0.6875
Larva_18,0.6875
Larva_18,1.5625
Larva_18,1.0
Larva_18,0.625
Larva_18,2.625
Larva_18,0.6875
Larva_18,2.375
Larva_18,7.125
Larva_18,14.75
Larva_18,0.875
Larva_18,0.75
Larva_18,0.6875
Larva_18,0.8125
Larva_18,3.125
Larva_18,4.375
Larva_18,0.8125
Larva_18,14.3125
Larva_18,1.0
Larva_18,1.375
Larva_18,2.375
Larva_18,0.625
Larva_18,0.6875
Larva_18,0.625
Larva_18,3.875
Larva_18,0.6875
Larva_18,1.3125
Larva_18,3.0
Larva_18,2.375
Larva_18,0.6875
Larva_18,1.5625
Larva_18,0.625
Larva_18,3.8125
Larva_18,2.3125
Larva_18,2.8125
Larva_18,0.625
Larva_18,3.0
Larva_18,0.75
Larva_180,0.5625
Larva_180,3.0
Larva_180,10.6875
Larva_180,3.6875
Larva_180,2.125
Larva_180,1.5625
Larva_180,4.1875
Larva_180,21.75
Larva_180,1.25
Larva_180,18.4375
Larva_180,4.8125
Larva_180,5.75
Larva_180,9.9375
Larva_180,18.9375
Larva_180,8.4375
Larva_180,4.125
Larva_180,0.5625
Larva_180,0.5625
Larva_180,4.375
Larva_180,2.375
Larva_180,7.4375
Larva_180,1.0625
Larva_180,1.5
Larva_181,1.125
Larva_181,0.875
Larva_181,7.8125
Larva_181,23.0
Larva_181,7.25
Larva_181,4.25
Larva_181,9.375
Larva_181,0.5
Larva_181,1.5625
Larva_181,12.9375
Larva_181,0.875
Larva_181,7.4375
Larva_181,4.5625
Larva_181,2.5625
Larva_181,5.6875
Larva_181,1.375
Larva_181,0.5625
Larva_181,2.875
Larva_181,3.25
Larva_181,4.6875
Larva_181,2.5
Larva_181,1.875
Larva_181,5.0625
Larva_181,0.8125
Larva_181,1.375
Larva_181,12.6875
Larva_181,1.6875
Larva_181,1.375
Larva_181,4.75
Larva_181,0.75
Larva_182,2.75
Larva_182,12.6875
Larva_182,12.8125
Larva_182,3.875
Larva_182,2.875
Larva_182,4.875
Larva_182,20.625
Larva_182,19.75
Larva_182,7.3125
Larva_182,42.875
Larva_182,3.1875
Larva_182,4.5
Larva_182,6.0625
Larva_182,11.25
Larva_183,17.75
Larva_183,27.875
Larva_183,5.9375
Larva_183,2.25
Larva_183,19.375
Larva_183,3.6875
Larva_183,2.1875
Larva_183,3.8125
Larva_183,6.8125
Larva_183,28.3125
Larva_183,9.875
Larva_183,16.0
Larva_184,3.8125
Larva_184,1.3125
Larva_184,6.1875
Larva_184,11.125
Larva_184,1.25
Larva_184,0.5625
Larva_184,8.0
Larva_184,1.0625
Larva_184,3.75
Larva_184,6.5
Larva_184,7.3125
Larva_184,1.3125
Larva_184,3.0625
Larva_184,8.0
Larva_184,2.875
Larva_184,1.125
Larva_184,9.5
Larva_184,1.0625
Larva_184,2.1875
Larva_184,6.8125
Larva_184,3.1875
Larva_184,1.5625
Larva_184,1.1875
Larva_184,1.0625
Larva_184,1.5
Larva_184,2.625
Larva_184,2.9375
Larva_184,4.875
Larva_184,1.125
Larva_184,4.4375
Larva_184,2.0
Larva_184,0.5625
Larva_184,0.5625
Larva_184,13.9375
Larva_184,0.9375
Larva_184,1.375
Larva_184,3.5
Larva_184,1.3125
Larva_184,2.5625
Larva_184,4.5625
Larva_184,1.75
Larva_185,1.375
Larva_185,2.8125
Larva_185,1.375
Larva_185,2.625
Larva_185,5.5
Larva_185,0.9375
Larva_185,0.75
Larva_185,3.25
Larva_185,4.0
Larva_185,1.5625
Larva_185,3.9375
Larva_185,20.6875
Larva_185,33.1875
Larva_185,2.375
Larva_185,2.0
Larva_185,8.1875
Larva_185,1.9375
Larva_185,7.5625
Larva_185,5.8125
Larva_185,2.5625
Larva_185,2.5625
Larva_185,2.9375
Larva_185,9.6875
Larva_185,2.4375
Larva_185,6.0
Larva_186,0.6875
Larva_186,2.4375
Larva_186,13.5625
Larva_186,3.25
Larva_186,2.4375
Larva_186,0.875
Larva_186,12.0625
Larva_186,2.4375
Larva_186,25.75
Larva_186,4.0625
Larva_186,0.5
Larva_186,5.875
Larva_186,11.0625
Larva_186,0.8125
Larva_186,1.125
Larva_186,9.5625
Larva_186,0.75
Larva_186,1.5
Larva_186,2.125
Larva_186,9.5625
Larva_186,18.75
Larva_186,3.875
Larva_186,2.5
Larva_186,0.5
Larva_187,40.875
Larva_187,107.125
Larva_187,21.0625
Larva_187,4.1875
Larva_188,1.0
Larva_188,0.625
Larva_188,13.6875
Larva_188,2.875
Larva_188,9.9375
Larva_188,2.25
Larva_188,35.8125
Larva_188,4.125
Larva_188,2.375
Larva_188,1.25
Larva_188,1.75
Larva_188,0.8125
Larva_188,3.0
Larva_188,8.0
Larva_188,9.0625
Larva_188,0.9375
Larva_188,2.5625
Larva_188,4.125
Larva_188,0.6875
Larva_188,1.25
Larva_188,3.5625
Larva_188,2.375
Larva_188,9.3125
Larva_188,2.0625
Larva_188,7.1875
Larva_188,0.75
Larva_188,0.5625
Larva_188,1.3125
Larva_189,24.9375
Larva_189,9.6875
Larva_189,1.0625
Larva_189,11.125
Larva_189,40.0625
Larva_189,11.625
Larva_189,4.625
Larva_189,0.75
Larva_189,4.8125
Larva_189,7.0625
Larva_189,18.6875
Larva_189,2.1875
Larva_189,8.0625
Larva_189,14.5
Larva_19,3.625
Larva_19,4.3125
Larva_19,3.1875
Larva_19,7.8125
Larva_19,20.8125
Larva_19,3.625
Larva_19,2.75
Larva_19,2.5
Larva_19,2.4375
Larva_19,1.0
Larva_19,6.75
Larva_19,5.25
Larva_19,10.75
Larva_19,2.25
Larva_19,2.6875
Larva_19,4.5
Larva_19,5.5625
Larva_19,0.6875
Larva_19,7.5
Larva_19,1.5625
Larva_19,7.6875
Larva_19,0.75
Larva_19,2.5
Larva_19,2.625
Larva_19,1.0
Larva_19,1.875
Larva_19,0.6875
Larva_19,5.625
Larva_19,4.375
Larva_19,1.8125
Larva_19,0.75
Larva_19,9.0
Larva_19,1.5625
Larva_19,8.5
Larva_190,14.25
Larva_190,30.875
Larva_190,4.3125
Larva_190,18.875
Larva_190,8.6875
Larva_190,31.0
Larva_190,30.625
Larva_190,16.3125
Larva_190,5.25
Larva_191,29.3125
Larva_191,101.375
Larva_191,43.0625
Larva_191,0.875
Larva_192,74.75
Larva_192,32.625
Larva_192,17.3125
Larva_192,28.8125
Larva_195,40.8125
Larva_195,6.875
Larva_195,5.4375
Larva_195,5.875
Larva_195,2.3125
Larva_195,58.9375
Larva_195,6.625
Larva_195,2.0625
Larva_195,7.8125
Larva_195,12.4375
Larva_195,2.125
Larva_196,51.9375
Larva_196,0.5625
Larva_196,32.9375
Larva_196,14.5
Larva_196,64.3125
Larva_197,1.3125
Larva_197,15.9375
Larva_197,8.3125
Larva_197,11.125
Larva_197,11.4375
Larva_197,13.3125
Larva_197,17.6875
Larva_197,57.0
Larva_197,6.875
Larva_197,24.875
Larva_198,0.75
Larva_198,25.0
Larva_198,7.1875
Larva_198,1.375
Larva_198,3.625
Larva_198,11.25
Larva_198,9.3125
Larva_198,3.5
Larva_198,3.875
Larva_198,3.875
Larva_198,2.6875
Larva_198,1.0
Larva_198,36.5
Larva_198,17.875
Larva_198,2.4375
Larva_198,4.625
Larva_198,5.75
Larva_2,17.25
Larva_2,3.25
Larva_2,3.75
Larva_2,16.375
Larva_2,35.8125
Larva_2,1.25
Larva_2,10.625
Larva_2,1.0
Larva_2,2.125
Larva_2,9.625
Larva_2,6.0625
Larva_2,7.8125
Larva_2,13.75
Larva_2,5.8125
Larva_2,11.0
Larva_2,3.5625
Larva_2,0.375
Larva_20,3.1875
Larva_20,17.9375
Larva_20,20.875
Larva_20,7.375
Larva_20,60.8125
Larva_20,27.25
Larva_20,21.375
Larva_201,3.0
Larva_201,3.0
Larva_201,1.0
Larva_201,0.5
Larva_201,1.5625
Larva_201,10.3125
Larva_201,3.5625
Larva_201,7.6875
Larva_201,7.25
Larva_201,5.1875
Larva_201,1.8125
Larva_201,3.8125
Larva_201,16.0
Larva_201,3.875
Larva_201,0.8125
Larva_201,1.5625
Larva_201,0.5625
Larva_201,4.375
Larva_201,1.25
Larva_201,1.125
Larva_201,0.5625
Larva_201,3.0
Larva_201,4.4375
Larva_201,1.625
Larva_201,3.6875
Larva_201,5.125
Larva_201,5.375
Larva_201,5.375
Larva_201,0.375
Larva_201,1.375
Larva_201,1.875
Larva_201,1.9375
Larva_201,4.375
Larva_201,3.0
Larva_201,1.5
Larva_202,31.9375
Larva_202,4.0625
Larva_202,11.875
Larva_202,2.125
Larva_202,0.5625
Larva_202,12.0625
Larva_202,9.25
Larva_202,2.25
Larva_202,4.625
Larva_202,8.4375
Larva_202,19.1875
Larva_202,1.0625
Larva_202,7.375
Larva_202,3.1875
Larva_202,3.375
Larva_202,6.3125
Larva_202,1.8125
Larva_202,0.6875
Larva_202,12.0
Larva_203,3.375
Larva_203,0.875
Larva_203,2.75
Larva_203,0.5625
Larva_203,6.4375
Larva_203,2.25
Larva_203,2.375
Larva_203,1.75
Larva_203,2.1875
Larva_203,1.9375
Larva_203,2.5
Larva_203,9.625
Larva_203,5.9375
Larva_203,5.8125
Larva_203,3.125
Larva_203,19.375
Larva_203,1.1875
Larva_203,3.125
Larva_203,6.375
Larva_203,5.1875
Larva_203,15.1875
Larva_203,2.625
Larva_203,3.875
Larva_203,0.5625
Larva_203,2.1875
Larva_203,0.5625
Larva_203,3.5625
Larva_203,0.875
Larva_203,3.0
Larva_203,6.75
Larva_203,7.5
Larva_203,2.25
Larva_205,3.375
Larva_205,3.8125
Larva_205,2.0625
Larva_205,2.375
Larva_205,5.5625
Larva_205,6.125
Larva_205,7.375
Larva_205,2.375
Larva_205,3.125
Larva_205,3.5
Larva_205,1.4375
Larva_205,1.875
Larva_205,8.875
Larva_205,0.9375
Larva_205,6.0625
Larva_205,5.875
Larva_205,1.25
Larva_205,4.5
Larva_205,0.5625
Larva_205,5.125
Larva_205,2.4375
Larva_205,7.25
Larva_205,0.5
Larva_205,2.0
Larva_205,5.25
Larva_205,0.5625
Larva_205,0.75
Larva_205,0.6875
Larva_205,6.25
Larva_205,17.375
Larva_205,2.6875
Larva_205,1.6875
Larva_205,4.25
Larva_205,7.9375
Larva_206,8.0625
Larva_206,1.9375
Larva_206,3.6875
Larva_206,8.125
Larva_206,3.625
Larva_206,3.75
Larva_206,1.375
Larva_206,0.4375
Larva_206,4.875
Larva_206,46.625
Larva_206,2.125
Larva_206,11.9375
Larva_206,0.5
Larva_206,1.5625
Larva_206,2.6875
Larva_206,1.1875
Larva_206,5.75
Larva_206,1.0625
Larva_206,0.875
Larva_206,1.375
Larva_206,0.375
Larva_206,0.75
Larva_206,3.0
Larva_206,3.5
Larva_206,3.25
Larva_206,7.0
Larva_206,7.25
Larva_206,0.75
Larva_207,1.75
Larva_207,5.5
Larva_207,1.75
Larva_207,1.8125
Larva_207,0.625
Larva_207,3.125
Larva_207,7.4375
Larva_207,1.625
Larva_207,5.25
Larva_207,13.5
Larva_207,28.5
Larva_207,5.25
Larva_207,2.375
Larva_207,1.6875
Larva_207,15.25
Larva_207,3.25
Larva_207,1.125
Larva_207,14.125
Larva_207,3.25
Larva_207,1.875
Larva_207,4.9375
Larva_207,4.5625
Larva_207,13.1875
Larva_208,4.25
Larva_208,3.0625
Larva_208,9.5625
Larva_208,1.3125
Larva_208,0.4375
Larva_208,1.8125
Larva_208,0.625
Larva_208,6.0
Larva_208,15.0625
Larva_208,4.5
Larva_208,2.75
Larva_208,1.25
Larva_208,1.8125
Larva_208,0.4375
Larva_208,3.75
Larva_208,1.8125
Larva_208,4.5625
Larva_208,1.1875
Larva_208,0.625
Larva_208,0.5
Larva_208,5.375
Larva_208,0.5625
Larva_208,0.5
Larva_208,34.4375
Larva_208,2.1875
Larva_208,2.75
Larva_208,0.9375
Larva_208,0.8125
Larva_208,0.75
Larva_208,13.3125
Larva_208,0.75
Larva_208,3.375
Larva_208,0.5
Larva_209,75.6875
Larva_209,1.0625
Larva_209,8.0
Larva_209,8.25
Larva_209,1.625
Larva_209,0.4375
Larva_209,0.8125
Larva_209,13.75
Larva_209,26.0
Larva_209,17.125
Larva_210,5.5
Larva_210,0.6875
Larva_210,7.4375
Larva_210,1.1875
Larva_210,2.375
Larva_210,1.9375
Larva_210,13.25
Larva_210,9.25
Larva_210,3.0
Larva_210,7.5625
Larva_210,0.6875
Larva_210,0.625
Larva_210,2.3125
Larva_210,0.75
Larva_210,2.1875
Larva_210,0.5625
Larva_210,0.6875
Larva_210,3.5625
Larva_210,1.4375
Larva_210,0.8125
Larva_210,0.5625
Larva_210,3.25
Larva_210,3.0
Larva_210,6.125
Larva_210,7.875
Larva_210,2.1875
Larva_210,2.875
Larva_210,9.125
Larva_210,3.9375
Larva_210,14.8125
Larva_210,3.4375
Larva_210,2.875
Larva_210,7.625
Larva_210,0.8125
Larva_210,1.8125
Larva_210,2.875
Larva_210,1.5
Larva_214,4.625
Larva_214,10.9375
Larva_214,8.8125
Larva_214,6.25
Larva_214,5.9375
Larva_214,0.75
Larva_214,1.0
Larva_214,1.8125
Larva_214,0.625
Larva_214,0.8125
Larva_214,2.875
Larva_214,4.75
Larva_214,0.625
Larva_214,2.625
Larva_214,0.75
Larva_214,4.4375
Larva_214,2.25
Larva_214,1.25
Larva_214,4.25
Larva_214,17.25
Larva_214,0.75
Larva_214,4.5
Larva_214,5.25
Larva_214,1.5
Larva_214,13.625
Larva_214,0.75
Larva_214,1.6875
Larva_214,0.6875
Larva_214,0.875
